Geneid	Chr	Start	End	Strand	Length	CRISPR_one	CRISPR_three	CRISPR_two	control_one	control_three	control_two
ENSG00000306484	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288817	.	.	.	.	.	0	0	3	0	2	2
TMSB4X	.	.	.	.	.	4969	4342	6078	10016	8701	15295
FAM9C	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289596	.	.	.	.	.	0	1	0	1	0	0
ENSG00000289959	.	.	.	.	.	0	0	0	0	0	0
ENSG00000261030	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309443	.	.	.	.	.	0	2	0	1	0	0
ENSG00000309459	.	.	.	.	.	0	0	0	0	0	0
LINC02154	.	.	.	.	.	0	213	6	2	0	8
ENSG00000309495	.	.	.	.	.	0	4	0	0	0	0
GS1-600G8.3	.	.	.	.	.	0	0	0	0	0	0
ATXN3L	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235592	.	.	.	.	.	0	0	0	0	0	0
LINC01203	.	.	.	.	.	0	6	0	2	2	3
ENSG00000294850	.	.	.	.	.	1	1	0	1	0	0
GPX1P1	.	.	.	.	.	56	50	30	53	41	103
ENSG00000294791	.	.	.	.	.	0	0	0	0	0	1
EGFL6	.	.	.	.	.	0	0	0	0	0	0
RPL30P15	.	.	.	.	.	0	0	0	0	0	0
MIR6086	.	.	.	.	.	0	0	0	0	0	0
RN7SKP20	.	.	.	.	.	0	0	0	0	0	0
TCEANC	.	.	.	.	.	56	37	51	51	81	47
RAB9A	.	.	.	.	.	292	546	375	336	308	357
TRAPPC2	.	.	.	.	.	197	286	283	257	266	255
OFD1	.	.	.	.	.	239	297	247	305	323	242
GPM6B	.	.	.	.	.	12	13	16	6	4	3
ENSG00000289449	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233535	.	.	.	.	.	0	0	0	0	0	0
ENSG00000212663	.	.	.	.	.	0	0	0	0	0	0
GEMIN8	.	.	.	.	.	120	114	97	152	167	101
UBE2E4P	.	.	.	.	.	12	16	19	14	23	14
GLRA2	.	.	.	.	.	2	2	6	0	0	3
FANCB	.	.	.	.	.	525	520	407	220	230	293
NPM1P9	.	.	.	.	.	0	0	0	0	0	0
MOSPD2	.	.	.	.	.	1164	781	883	945	1076	968
ENSG00000297657	.	.	.	.	.	3	3	2	8	3	5
TPT1P14	.	.	.	.	.	0	0	0	0	0	0
RPL35AP37	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295269	.	.	.	.	.	0	0	0	0	0	0
ASB9	.	.	.	.	.	14	16	12	39	40	19
ENSG00000288980	.	.	.	.	.	0	0	0	0	0	0
ASB11	.	.	.	.	.	0	1	0	0	0	0
PIGA	.	.	.	.	.	279	297	243	269	279	297
VEGFD	.	.	.	.	.	1	0	0	2	2	1
PIR	.	.	.	.	.	109	66	73	462	441	310
BMX	.	.	.	.	.	0	1	0	2	0	0
ACE2	.	.	.	.	.	3	0	0	2	0	0
ENSG00000285602	.	.	.	.	.	1	0	0	1	0	1
ACE2-DT	.	.	.	.	.	0	0	0	0	0	0
CLTRN	.	.	.	.	.	6	10	6	5	10	8
ENSG00000237539	.	.	.	.	.	0	0	0	0	0	0
CA5BP1	.	.	.	.	.	198	278	214	180	244	218
CA5B	.	.	.	.	.	206	202	148	399	511	413
ENSG00000200620	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288680	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296295	.	.	.	.	.	0	0	0	1	3	0
INE2	.	.	.	.	.	0	0	0	0	0	0
ZRSR2	.	.	.	.	.	63	82	76	75	126	88
AP1S2	.	.	.	.	.	580	961	500	608	595	493
ENSG00000289237	.	.	.	.	.	0	0	0	1	0	1
ENSG00000307891	.	.	.	.	.	1	0	3	0	0	0
RNU5F-7P	.	.	.	.	.	0	0	0	0	0	0
SETP15	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309096	.	.	.	.	.	0	1	0	0	1	0
ENSG00000306814	.	.	.	.	.	0	0	0	0	0	0
GRPR	.	.	.	.	.	4	3	3	6	5	0
MAGEB17-AS1	.	.	.	.	.	1	1	2	1	0	0
MAGEB17	.	.	.	.	.	0	0	0	0	0	0
RPL6P30	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235071	.	.	.	.	.	0	0	0	0	0	0
RN7SL658P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303363	.	.	.	.	.	2	0	0	0	0	0
CTPS2	.	.	.	.	.	353	328	328	288	377	308
MIR548AM	.	.	.	.	.	0	0	0	1	0	0
S100G	.	.	.	.	.	0	0	0	0	1	0
SYAP1	.	.	.	.	.	1232	1273	1770	1855	2285	1671
ENSG00000301757	.	.	.	.	.	1	1	2	2	0	1
RNU7-56P	.	.	.	.	.	0	0	0	0	0	0
TXLNG	.	.	.	.	.	342	453	354	386	587	387
RPL12P49	.	.	.	.	.	1	0	0	0	0	0
RBBP7	.	.	.	.	.	1540	1590	1677	1929	2287	2181
RNU4-6P	.	.	.	.	.	0	1	0	0	0	0
SLC35C2P1	.	.	.	.	.	0	0	0	0	0	0
REPS2	.	.	.	.	.	0	64	17	100	144	61
ENSG00000201467	.	.	.	.	.	0	0	0	0	0	0
CBX1P2	.	.	.	.	.	0	0	0	0	0	0
CBX1P4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000238764	.	.	.	.	.	0	0	0	0	0	0
NHS	.	.	.	.	.	192	186	206	445	627	363
MIR4768	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235834	.	.	.	.	.	0	0	0	4	2	2
NHS-AS1	.	.	.	.	.	0	0	0	0	1	0
CHP1P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309710	.	.	.	.	.	0	0	0	3	0	0
SCML1	.	.	.	.	.	266	420	267	306	306	334
FAM136GP	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297051	.	.	.	.	.	0	0	0	0	0	0
RAI2	.	.	.	.	.	0	1	0	0	0	0
ENSG00000298103	.	.	.	.	.	0	0	0	0	0	0
LINC01456	.	.	.	.	.	0	0	0	0	0	0
ENSG00000276467	.	.	.	.	.	0	0	0	0	0	0
MDM4P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309899	.	.	.	.	.	0	0	0	0	0	0
BEND2	.	.	.	.	.	0	0	0	0	0	0
SCML2	.	.	.	.	.	78	163	99	69	98	146
TMSB10P2	.	.	.	.	.	0	1	0	0	0	0
ENSG00000308465	.	.	.	.	.	0	0	0	0	0	0
CDKL5	.	.	.	.	.	360	303	219	217	254	192
GJA6P	.	.	.	.	.	0	0	0	0	0	0
RS1	.	.	.	.	.	0	0	0	0	0	0
PPEF1	.	.	.	.	.	7	5	4	0	0	4
PPEF1-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300913	.	.	.	.	.	0	0	0	0	0	0
BLOC1S6P1	.	.	.	.	.	0	0	0	0	0	0
HAUS1P2	.	.	.	.	.	0	0	0	0	0	0
PHKA2-AS1	.	.	.	.	.	2	0	0	0	0	1
PHKA2	.	.	.	.	.	146	138	199	194	229	149
RN7SL48P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286724	.	.	.	.	.	9	13	15	6	9	9
ADGRG2	.	.	.	.	.	8	8	1	4	9	3
ENSG00000305363	.	.	.	.	.	0	0	0	0	0	0
PDHA1	.	.	.	.	.	625	654	742	697	871	717
MAP3K15	.	.	.	.	.	3	1	2	0	1	3
EIF5P2	.	.	.	.	.	0	0	0	0	0	0
SH3KBP1	.	.	.	.	.	759	1226	773	753	1942	918
BCLAF3	.	.	.	.	.	153	141	204	198	263	186
MAP7D2	.	.	.	.	.	4	0	2	2	6	0
MIR23C	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305399	.	.	.	.	.	0	0	0	0	0	0
EIF1AX	.	.	.	.	.	1464	1627	1565	1757	1729	2228
ENSG00000201882	.	.	.	.	.	13	7	9	8	13	7
ENSG00000201592	.	.	.	.	.	13	10	13	7	24	8
EIF1AX-AS1	.	.	.	.	.	2	2	6	0	0	3
RPS6KA3	.	.	.	.	.	1263	1604	1853	1936	2062	1661
ENSG00000283631	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303236	.	.	.	.	.	0	0	2	0	0	0
ENSG00000283400	.	.	.	.	.	0	0	0	0	0	0
RN7SKP183	.	.	.	.	.	0	0	0	0	0	0
ENSG00000306298	.	.	.	.	.	0	0	0	0	0	0
ENSG00000283380	.	.	.	.	.	0	0	0	0	0	0
ENSG00000283546	.	.	.	.	.	0	0	0	0	0	0
RNU6-133P	.	.	.	.	.	0	0	0	0	0	0
CNKSR2	.	.	.	.	.	0	0	4	0	0	0
RARRES2P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301466	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288832	.	.	.	.	.	0	0	0	0	0	0
KLHL34	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301893	.	.	.	.	.	0	0	0	0	0	0
SMPX	.	.	.	.	.	0	2	2	4	6	0
ENSG00000304431	.	.	.	.	.	0	0	0	0	0	0
MBTPS2	.	.	.	.	.	1110	934	1177	1162	1201	1094
ENSG00000275681	.	.	.	.	.	2	2	3	0	0	0
ENSG00000308122	.	.	.	.	.	1	2	0	0	0	1
YY2	.	.	.	.	.	31	49	53	40	42	44
CYTH1P1	.	.	.	.	.	0	1	0	0	0	0
SMS	.	.	.	.	.	2653	2799	2739	1950	2177	2499
PHEX	.	.	.	.	.	19	24	7	85	85	37
PTCHD1-AS	.	.	.	.	.	0	1	0	0	0	0
CBLL2	.	.	.	.	.	0	0	0	0	0	0
METTL15P3	.	.	.	.	.	0	0	0	0	0	0
RNU6-266P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000231011	.	.	.	.	.	0	0	0	0	0	0
ENSG00000237019	.	.	.	.	.	0	0	0	0	0	0
DDX53	.	.	.	.	.	0	0	8	0	0	0
ENSG00000295221	.	.	.	.	.	22	10	35	57	40	34
FAM3C2P	.	.	.	.	.	68	52	95	135	101	69
PDCL2P1	.	.	.	.	.	0	0	0	0	0	0
PTCHD1	.	.	.	.	.	0	0	0	0	2	0
HIKESHIP1	.	.	.	.	.	1	0	0	0	4	0
PRDX4	.	.	.	.	.	1296	1119	1218	2017	1902	1888
ACOT9	.	.	.	.	.	519	645	710	985	796	1023
SAT1-DT	.	.	.	.	.	0	2	2	0	0	0
SAT1	.	.	.	.	.	289	299	216	694	614	480
ENSG00000288706	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296180	.	.	.	.	.	0	0	0	0	0	0
APOO	.	.	.	.	.	113	139	143	162	152	146
RPL9P7	.	.	.	.	.	3	4	2	0	4	2
ENSG00000296151	.	.	.	.	.	0	0	1	0	0	1
CXorf58	.	.	.	.	.	0	0	1	2	2	0
KLHL15	.	.	.	.	.	258	368	310	362	298	323
EIF2S3	.	.	.	.	.	2993	4683	4582	6238	6626	5584
ENSG00000201407	.	.	.	.	.	0	0	0	0	0	0
ZFX-AS1	.	.	.	.	.	1	1	3	0	0	0
ENSG00000304452	.	.	.	.	.	0	2	2	1	0	0
ZFX	.	.	.	.	.	1762	1857	1912	2315	2684	1956
ENSG00000289472	.	.	.	.	.	1	4	5	2	3	0
ENSG00000304417	.	.	.	.	.	0	3	1	1	4	1
SUPT20HL2	.	.	.	.	.	4	1	0	0	0	0
SUPT20HL1	.	.	.	.	.	0	2	0	0	0	0
ENSG00000296219	.	.	.	.	.	0	0	0	0	0	0
RPS26P58	.	.	.	.	.	4	7	2	0	4	4
ENSG00000295515	.	.	.	.	.	0	0	0	0	0	1
PDK3	.	.	.	.	.	233	230	265	1056	1155	466
SNRPEP9	.	.	.	.	.	0	0	0	0	0	0
PCYT1B	.	.	.	.	.	137	147	209	239	379	265
H2BP7	.	.	.	.	.	0	0	0	0	0	0
PCYT1B-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297375	.	.	.	.	.	0	0	0	0	0	0
ENSG00000236487	.	.	.	.	.	0	0	0	0	0	0
POLA1	.	.	.	.	.	630	740	577	638	604	491
SCARNA23	.	.	.	.	.	0	0	0	0	0	0
EEF1B2P3	.	.	.	.	.	24	36	38	49	98	80
ENSG00000309444	.	.	.	.	.	0	0	2	0	0	0
ARX	.	.	.	.	.	1	0	0	0	2	0
ENSG00000309342	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309327	.	.	.	.	.	0	0	0	0	0	0
PAFAH1B2P1	.	.	.	.	.	0	0	0	0	0	0
RN7SL91P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294456	.	.	.	.	.	0	0	1	3	0	0
METTL1P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294484	.	.	.	.	.	0	0	0	0	0	0
RPP40P1	.	.	.	.	.	0	0	0	0	0	0
RANBP1P1	.	.	.	.	.	6	5	2	5	5	4
ENSG00000233403	.	.	.	.	.	0	0	0	3	0	0
ENSG00000304664	.	.	.	.	.	0	0	0	0	0	0
MAGEB18	.	.	.	.	.	0	0	0	0	0	0
ENSG00000232446	.	.	.	.	.	0	0	0	0	0	0
MAGEB6B	.	.	.	.	.	0	3	0	0	0	0
ENSG00000227511	.	.	.	.	.	0	0	0	0	0	0
MAGEB6	.	.	.	.	.	0	6	0	0	0	0
ENSG00000232644	.	.	.	.	.	0	0	0	0	0	0
MAGEB5	.	.	.	.	.	0	0	0	0	0	0
ENSG00000237171	.	.	.	.	.	0	0	0	0	0	0
ENSG00000228464	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301494	.	.	.	.	.	0	0	0	0	0	0
FMN2P1	.	.	.	.	.	0	0	0	0	0	0
VENTXP1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000236160	.	.	.	.	.	0	0	0	0	0	0
RPL7P58	.	.	.	.	.	0	0	0	0	0	0
HMGA1P1	.	.	.	.	.	0	0	6	3	4	3
RNU1-142P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000228933	.	.	.	.	.	0	1	4	0	0	1
AMZ2P3	.	.	.	.	.	0	0	0	0	0	0
PTP4A1P5	.	.	.	.	.	0	0	0	0	0	0
PPP4R3C	.	.	.	.	.	0	2	0	0	0	0
RDXP2	.	.	.	.	.	0	0	0	0	0	0
RDXP3	.	.	.	.	.	0	1	0	0	0	0
DCAF8L2	.	.	.	.	.	0	47	2	0	0	0
MAGEB10	.	.	.	.	.	0	2	0	0	0	0
ENSG00000229731	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304658	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226199	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304633	.	.	.	.	.	0	0	0	0	0	0
ENSG00000232834	.	.	.	.	.	0	0	0	0	0	0
ENSG00000228345	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309709	.	.	.	.	.	0	0	0	0	0	0
VKORC1P1	.	.	.	.	.	0	0	0	0	0	0
ORC1P1	.	.	.	.	.	0	0	0	0	0	0
DCAF8L1	.	.	.	.	.	0	20	0	0	0	0
ENSG00000304002	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303749	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308831	.	.	.	.	.	0	0	0	0	0	0
MIR6134	.	.	.	.	.	0	0	0	0	0	0
ENSG00000223742	.	.	.	.	.	0	0	1	0	0	0
IL1RAPL1	.	.	.	.	.	231	192	317	22	48	45
H3P43	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307804	.	.	.	.	.	0	0	0	0	0	1
ENSG00000201666	.	.	.	.	.	1	0	0	0	0	0
ENSG00000237994	.	.	.	.	.	1	3	4	0	0	0
RNA5SP500	.	.	.	.	.	0	0	0	0	0	0
ENSG00000227393	.	.	.	.	.	0	0	2	0	0	0
ENSG00000309436	.	.	.	.	.	2	1	3	0	0	0
MIR4666B	.	.	.	.	.	4	0	1	0	0	1
PIGFP3	.	.	.	.	.	1	0	0	0	0	0
ENSG00000303603	.	.	.	.	.	0	0	0	0	0	0
ENSG00000270794	.	.	.	.	.	0	0	0	0	0	0
MAGEB2	.	.	.	.	.	5	0	0	4	10	0
MAGEB3	.	.	.	.	.	0	0	0	0	4	0
MAGEB4	.	.	.	.	.	0	0	0	0	0	0
MAGEB1	.	.	.	.	.	10	0	0	0	2	0
PLCE1P1	.	.	.	.	.	0	0	0	0	0	0
NR0B1	.	.	.	.	.	38	70	24	136	135	48
ENSG00000294613	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304511	.	.	.	.	.	0	0	0	0	0	0
TASL	.	.	.	.	.	0	0	0	2	0	0
ENSG00000294030	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294050	.	.	.	.	.	0	0	0	0	0	0
CKS1BP6	.	.	.	.	.	0	0	1	0	0	0
FTLP2	.	.	.	.	.	8	3	9	11	26	14
ENSG00000296989	.	.	.	.	.	0	0	0	0	0	0
GK	.	.	.	.	.	90	168	137	112	142	101
GK-IT1	.	.	.	.	.	0	0	0	1	0	0
ENSG00000241886	.	.	.	.	.	0	1	0	2	0	1
GK-AS1	.	.	.	.	.	0	0	0	2	0	1
ENSG00000277876	.	.	.	.	.	0	0	0	0	0	0
TAB3	.	.	.	.	.	450	617	648	593	735	511
TAB3-AS1	.	.	.	.	.	0	0	0	0	0	0
TAB3-AS2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295010	.	.	.	.	.	0	0	0	0	0	0
FTHL17	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297249	.	.	.	.	.	0	0	0	0	0	0
DMD	.	.	.	.	.	2	63	1	33	58	0
RNU6-894P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303923	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285900	.	.	.	.	.	0	0	0	0	0	0
ENSG00000310315	.	.	.	.	.	0	0	0	0	0	0
RNA5SP501	.	.	.	.	.	0	0	0	0	0	0
NPM1P8	.	.	.	.	.	5	0	1	3	2	1
ENSG00000289215	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297605	.	.	.	.	.	0	0	0	0	0	0
MIR3915	.	.	.	.	.	0	0	0	0	0	0
MIR548F5	.	.	.	.	.	0	0	0	0	0	0
DMD-AS3	.	.	.	.	.	0	0	0	0	0	0
TBCAP1	.	.	.	.	.	40	60	44	56	69	57
ENSG00000215310	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287700	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233928	.	.	.	.	.	0	0	0	0	0	0
FAM47A	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295695	.	.	.	.	.	0	0	0	0	0	0
FTH1P14	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233571	.	.	.	.	.	0	0	0	0	0	0
SRSF2P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000271136	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301736	.	.	.	.	.	0	0	0	0	0	0
TMEM47	.	.	.	.	.	519	515	761	497	464	593
ENSG00000225384	.	.	.	.	.	0	0	0	0	0	0
ENSG00000273704	.	.	.	.	.	0	0	0	0	0	0
FAM47B	.	.	.	.	.	0	0	0	0	0	0
ENSG00000229347	.	.	.	.	.	0	0	0	0	0	0
RNU6-1087P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305308	.	.	.	.	.	0	0	0	0	0	0
SIAH1P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000233663	.	.	.	.	.	0	0	0	0	0	0
ENSG00000271088	.	.	.	.	.	0	0	0	0	0	0
NFYCP1	.	.	.	.	.	0	0	0	0	0	0
MAGEB16	.	.	.	.	.	0	0	0	0	0	0
ENSG00000271519	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303980	.	.	.	.	.	0	0	0	0	0	0
CFAP47	.	.	.	.	.	0	0	0	0	0	0
RNU6-641P	.	.	.	.	.	0	0	0	0	0	0
HMGB1P16	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226484	.	.	.	.	.	0	0	0	0	0	0
RPS15AP40	.	.	.	.	.	0	0	0	0	0	0
ENSG00000290955	.	.	.	.	.	0	0	0	0	0	0
H2AL1Q	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275314	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235510	.	.	.	.	.	0	0	0	0	0	0
TFDP1P2	.	.	.	.	.	6	6	4	4	1	6
ENSG00000289708	.	.	.	.	.	0	0	0	0	0	0
ENSG00000231069	.	.	.	.	.	0	0	0	0	0	0
FAM47C	.	.	.	.	.	0	0	0	0	0	0
FTHL18P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300177	.	.	.	.	.	0	0	0	0	0	0
FTH1P29	.	.	.	.	.	0	0	0	0	0	0
MOB1AP2	.	.	.	.	.	0	0	0	0	0	0
PRRG1	.	.	.	.	.	676	367	614	671	607	524
ENSG00000250349	.	.	.	.	.	0	0	0	0	0	0
FTH1P28	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296003	.	.	.	.	.	2	0	0	1	0	0
FTH1P19	.	.	.	.	.	0	0	0	0	0	0
FTH1P27	.	.	.	.	.	0	0	0	0	0	0
FAM47DP	.	.	.	.	.	0	0	0	0	0	0
LANCL3	.	.	.	.	.	28	62	153	15	29	59
ENSG00000299600	.	.	.	.	.	0	0	1	0	0	0
ENSG00000299613	.	.	.	.	.	0	0	0	0	0	0
XK	.	.	.	.	.	13	37	15	2	6	9
H2AL1MP	.	.	.	.	.	0	0	0	0	0	0
CYBB	.	.	.	.	.	0	0	0	4	0	0
DYNLT3	.	.	.	.	.	1220	772	1010	656	901	1150
ENSG00000301765	.	.	.	.	.	0	0	0	0	0	0
RNU6-49P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298012	.	.	.	.	.	0	0	0	0	0	0
ENSG00000259977	.	.	.	.	.	15	8	2	1	7	6
SC4MOP	.	.	.	.	.	1	0	0	0	0	0
H2AP	.	.	.	.	.	0	0	0	0	0	0
H2AL3	.	.	.	.	.	0	0	0	0	0	0
SYTL5	.	.	.	.	.	505	67	48	35	90	78
MIR548AJ2	.	.	.	.	.	0	0	0	0	0	0
SRPX	.	.	.	.	.	559	543	906	1587	1370	1652
ENSG00000226679	.	.	.	.	.	0	0	3	0	0	1
ENSG00000306237	.	.	.	.	.	0	0	0	0	0	0
RPGR	.	.	.	.	.	109	134	120	98	132	96
ENSG00000252050	.	.	.	.	.	0	0	0	0	0	0
OTC	.	.	.	.	.	0	0	0	0	0	0
CRIPTOP1	.	.	.	.	.	0	0	0	0	0	0
BAG1P1	.	.	.	.	.	0	0	0	0	0	0
FTLP16	.	.	.	.	.	0	0	0	0	0	0
UBTFL11	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299816	.	.	.	.	.	0	0	0	0	0	0
TSPAN7	.	.	.	.	.	0	0	2	56	22	8
RNU7-7P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235806	.	.	.	.	.	0	3	0	2	0	4
MID1IP1-AS1	.	.	.	.	.	2	0	0	0	0	1
MID1IP1	.	.	.	.	.	125	426	359	830	702	522
ENSG00000289127	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300338	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300315	.	.	.	.	.	0	0	0	0	0	0
RNU6-591P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000224610	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300848	.	.	.	.	.	0	0	0	0	0	0
LINC01281	.	.	.	.	.	0	0	0	0	0	0
LINC01282	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308198	.	.	.	.	.	0	0	0	0	0	0
LINC01283	.	.	.	.	.	0	2	0	0	0	0
ENSG00000300160	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300611	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289068	.	.	.	.	.	0	0	0	0	0	0
MIR3937	.	.	.	.	.	0	0	0	0	0	0
ENSG00000261435	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297813	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297705	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297686	.	.	.	.	.	0	0	0	0	2	0
ENSG00000297788	.	.	.	.	.	0	0	0	0	0	0
RN7SL732P	.	.	.	.	.	1	1	0	2	0	1
GAPDHP1	.	.	.	.	.	7	15	9	11	17	15
OOEPP1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297727	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297768	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297744	.	.	.	.	.	0	0	0	0	0	0
MIR1587	.	.	.	.	.	0	0	0	0	0	0
RPS11P7	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299522	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285709	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302958	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302991	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289570	.	.	.	.	.	0	0	0	0	0	0
LINC03053	.	.	.	.	.	0	0	0	0	0	2
ENSG00000302929	.	.	.	.	.	0	2	0	0	0	0
BCOR	.	.	.	.	.	557	599	530	549	713	569
ENSG00000303077	.	.	.	.	.	4	0	0	0	0	0
ENSG00000303020	.	.	.	.	.	0	0	0	0	0	2
ENSG00000303056	.	.	.	.	.	2	3	0	2	0	0
ENSG00000288856	.	.	.	.	.	0	2	0	0	0	0
ENSG00000303112	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303092	.	.	.	.	.	2	0	0	0	0	0
LINC03099	.	.	.	.	.	0	11	2	0	0	0
IMPDH1P2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296358	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235685	.	.	.	.	.	0	0	0	0	0	0
RNU7-164P	.	.	.	.	.	0	0	0	0	0	0
ATP6AP2	.	.	.	.	.	2780	2211	2829	4228	3804	3246
ENSG00000287098	.	.	.	.	.	0	0	0	0	1	0
MPC1L	.	.	.	.	.	0	0	2	0	0	0
CXorf38	.	.	.	.	.	358	398	317	405	402	261
MED14	.	.	.	.	.	1312	1178	1373	1222	1633	1003
MED14OS	.	.	.	.	.	3	0	1	3	4	2
DPRXP6	.	.	.	.	.	0	0	0	0	0	0
CLDN7P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300328	.	.	.	.	.	0	2	0	0	0	2
TNIP2P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300293	.	.	.	.	.	2	7	4	0	7	0
ENSG00000300310	.	.	.	.	.	0	0	0	0	0	0
SDCBPP3	.	.	.	.	.	3	11	4	3	2	4
RPL32P36	.	.	.	.	.	0	0	0	0	0	0
RPS2P55	.	.	.	.	.	52	53	99	66	121	128
ENSG00000287549	.	.	.	.	.	0	0	0	0	2	0
ENSG00000302990	.	.	.	.	.	0	0	0	0	0	0
CLIC4P3	.	.	.	.	.	207	240	311	181	231	337
ENSG00000307885	.	.	.	.	.	0	3	0	2	2	0
ENSG00000300154	.	.	.	.	.	2	2	0	1	3	2
USP9X	.	.	.	.	.	5349	4974	6973	6847	6857	5573
ENSG00000301689	.	.	.	.	.	10	0	2	0	3	0
LINC02601	.	.	.	.	.	0	0	0	0	0	0
RNA5SP502	.	.	.	.	.	0	0	0	0	0	0
SHISA5P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301726	.	.	.	.	.	1	0	0	0	3	1
DDX3X	.	.	.	.	.	8132	7465	9628	8164	9367	8156
RN7SL15P	.	.	.	.	.	2	1	1	0	1	1
ENSG00000295508	.	.	.	.	.	0	0	0	0	0	0
NYX	.	.	.	.	.	0	0	0	0	0	0
GEMIN7P1	.	.	.	.	.	0	0	0	0	0	0
CASK	.	.	.	.	.	1454	888	792	1332	1302	655
CASK-AS1	.	.	.	.	.	0	0	0	0	0	0
RNU6-1321P	.	.	.	.	.	0	0	0	1	0	0
